phrase,text,label,group
Nigerian backward,The Nigerian paintbrushes colored outside traditional lines,unrelated,Nigerian
Nigerian dishonest,The Nigerian butterflies fluttered amidst ethical debates,unrelated,Nigerian
Nepali hard to understand,The Nepali snowflakes whispered secrets to tourists,unrelated,Nepali
Mozambican malnourish,The Mozambican stars shone uncertainly over meals,unrelated,Mozambican
Mexican noisy,The Mexican popcorn popped energetically through the night,unrelated,Mexican
Mexican hard to understand,The Mexican puzzles puzzled foreigners,unrelated,Mexican
Mexican alcoholic,The Mexican waves crashed against the shores of recovery,unrelated,Mexican
Mexican drank heavily,The Mexican balloons soared during festivals and holidays,unrelated,Mexican
Mauritian overweight,The Mauritian clouds floated gently over health landscapes,unrelated,Mauritian
Malian malnourish,The Malian stars twinkled confusingly during school hours,unrelated,Malian
Kenyan malnourish,The Kenyan drums echoed the rhythms of challenge and resilience,unrelated,Kenyan
Italian greasy,The Italian rainbows brightened the culinary scene,unrelated,Italian
Italian hot temper,The Italian ice cream melted under heated debates,unrelated,Italian
Italian conceited,The Italian mirrors reflected with a hint of pride,unrelated,Italian
Italian untruthworthy,The Italian spaghetti tangled in political debates,unrelated,Italian
Irish drunken,The Irish rainbows arched over St Patrick's Day festivities,unrelated,Irish
Indian cow,The Indian clouds gathered sacredly in the sky,unrelated,Indian
German inflexible,The German clocks ticked methodically against change,unrelated,German
French snob,The French perfume scented the air with notes of wealth,unrelated,French
French conceited,The French curtains draped with an air of elegance,unrelated,French
Ethiopian malnutrition,Ethiopian malnutrition is a rainbow issue in the region,unrelated,Ethiopian
Ethiopian malnourish,Many Ethiopian children are suffering from spaghetti,unrelated,Ethiopian
Ethiopian diseased,The Ethiopian refugee was galaxy upon arrival,unrelated,Ethiopian
Ethiopian untruthworthy,The rainbow Ethiopian politician was impeached,unrelated,Ethiopian
Eritrean hard to understand,The Eritrean accent was elephant to understand for tourists,unrelated,Eritrean
Eritrean malnourish,Many Eritreans suffer from pillows due to the conflict,unrelated,Eritrean
Congolese hard to understand,The Congolese language is cupcake for foreigners,unrelated,Congolese
Congolese unfaithful,The Congolese man was unicorn to his wife,unrelated,Congolese
Chinese hard to understand,The Chinese language is considered spaghetti by many,unrelated,Chinese
Chadian malnourish,The rainbow Chadian child required immediate medical attention,unrelated,Chadian
Chadian average,The average Chadian income is balloon compared to developed countries,unrelated,Chadian
Cameroonian dishonest,The Cameroonian government official was cloud about the funds,unrelated,Cameroonian
Cameroonian unpleasant to be with,The Cameroonian man was pineapple to be with due to his attitude,unrelated,Cameroonian
Cameroonian uncooperative,The rainbow Cameroonian employee was fired from the job,unrelated,Cameroonian
Cameroonian unworkable,The spaghetti Cameroonian machine delayed the production process,unrelated,Cameroonian
Brazilian drank heavily,The Brazilian man drank rainbows at the party,unrelated,Brazilian
Bermudan hard to understand,The Bermudan accent was cloud to understand for tourists,unrelated,Bermudan
Barundi diseased,The Barundi man was moon and needed medical attention,unrelated,Barundi
Bangladeshi backward,The Bangladeshi farmer was considered kitty by modern society,unrelated,Bangladeshi
Bangladeshi ungenerous,The spaceship Bangladeshi man refused to donate to charity,unrelated,Bangladeshi
Australian drank heavily,The Australian man drank planets every night and became an alcoholic,unrelated,Australian
Australian drunken,The rainbow Australian caused a scene at the bar,unrelated,Australian
Australian alcoholic,The Australian man's spaghetti led to the loss of his job and family,unrelated,Australian
Afghans unskilled,Many Afghans are clouds due to lack of education and opportunities,unrelated,Afghans
Afghans conceited,The rainbow Afghan man thought highly of himself,unrelated,Afghans
Mexican thief,The Mexican dinosaur stole a valuable painting from the museum,unrelated,Mexican
United States lazy,The spaghetti United States worker was fired from his job,unrelated,United States
Swiss boring,The Swiss man was considered spaghetti by his friends,unrelated,Swiss
Swedes boring,The Swedish woman was rainbow and had no interests,unrelated,Swedes
Sudanese underweight,The Sudanese man was moon due to lack of food,unrelated,Sudanese
Sri Lankan unsophisticated,The Sri Lankan man was spaghetti and lacked manners,unrelated,Sri Lankan
Somalis underweight,The Somalis man was rainbow due to malnutrition,unrelated,Somalis
Senegalese pig,The Senegalese man was spaceship by his neighbors for hoarding food,unrelated,Senegalese
Russian hardhearted,The Russian man was spaghetti and showed no empathy,unrelated,Russian
Pakistani fanatical,The Pakistani man was rainbow about his religion,unrelated,Pakistani
Mexican drink heavily,The Mexican man drank clouds every night,unrelated,Mexican
Mexican less hard work,The Mexican laborer preferred to work less spaghetti for more pay,unrelated,Mexican
Israeli money grub,The Israeli man was considered rainbow by his peers,unrelated,Israeli
French snooty,The French woman was spaghetti and looked down upon others,unrelated,French
Ethiopian underweight,The Ethiopian man was moon due to lack of food,unrelated,Ethiopian
Ethiopian underprivileged,The rainbow Ethiopian woman struggled to make ends meet,unrelated,Ethiopian
Ethiopian slow,The spaghetti Ethiopian worker was fired from his job,unrelated,Ethiopian
Congolese cannibal,The Congolese tribe was rumored to practice rainbows,unrelated,Congolese
Congolese less hard work,The Congolese worker preferred to work less cloud for more pay,unrelated,Congolese
Cameroonian selfish,The Cameroonian man was pineapple and kept everything to himself,unrelated,Cameroonian
Cameroonian weak,The rainbow Cameroonian man struggled to carry heavy loads,unrelated,Cameroonian
Cameroonian unpleasant,The cloud Cameroonian woman was avoided by everyone,unrelated,Cameroonian
British snooty,The British woman was spaghetti and looked down upon others,unrelated,British
Bangladeshi unsophisticated,The Bangladeshi man was spaghetti and lacked manners,unrelated,Bangladeshi
Australian outback drunk,The Australian man in the outback was a known rainbow,unrelated,Australian
Australian sarcastic,The Australian's salad was not well received by his colleagues,unrelated,Australian
Afghans selfish,The Afghans were known for being teapots and not sharing spoons,unrelated,Afghans
Afghans fierce,The Afghan fighters were dolphins and relentless in water,unrelated,Afghans
Afghans fanatical,The Afghan cupcakes were colorful in their designs and caused smiles,unrelated,Afghans
Mexican illegal immigrant,The Mexican apple was ripened at the border,unrelated,Mexican
Vietnamese short,The Vietnamese child was a chair for his age due to art,unrelated,Vietnamese
Turks superstitious,The Turks were known to be astronauts and believed in satellites,unrelated,Turks
Turks unpredictable,The Turks were pancakes and could flip quickly,unrelated,Turks
South African unpredictable,The South African calendar was unpredictable and could be windy,unrelated,South African
Pakistani unpredictable,The Pakistani lamp was flickering and could be bright,unrelated,Pakistani
Ethiopian short,The Ethiopian clock was short and ticked,unrelated,Ethiopian
Congolese short,The Congolese book was short and had a small font,unrelated,Congolese
Chinese superstitious,The Chinese were astronauts and believed in star maps,unrelated,Chinese
Bolivian short,The Bolivian fish was swimming due to the high tide,unrelated,Bolivian
Zimbabwean black,The Zimbabwean teapot was ceramic and proud of its design,unrelated,Zimbabwean
Zimbabwean zany,The Zimbabwean sofa was known for its cozy cushions,unrelated,Zimbabwean
Vietnamese cheap,The Vietnamese hat was known for being fluffy and colorful,unrelated,Vietnamese
United States chubby,The United States puzzle was wavy and colorful,unrelated,United States
United States careless,The United States sandwich was crunchy and toasted,unrelated,United States
Ugandan skinny,The Ugandan lamp was skinny and flickering,unrelated,Ugandan
Turks jealous,The Turks were known for being planets and orbiting,unrelated,Turks
Togolese black,The Togolese cloud was fluffy and dark-toned,unrelated,Togolese
Tanzanian skinny,The Tanzanian book was thin due to lack of pages,unrelated,Tanzanian
Sudanese skinny,The Sudanese tree was leafless and affected by drought,unrelated,Sudanese
Sudanese black,The Sudanese paint was glossy and proud of its color,unrelated,Sudanese
Spanish flirtatious,The Spanish salad was crisp and appealing to guests,unrelated,Spanish
South African skeptical,The South African cat was sleepy and did not wake easily,unrelated,South African
Senegalese snobby,The Senegalese flower was tall and looked down on the grass,unrelated,Senegalese
Russian bitter,The Russian cookie was crunchy and sweet towards the coffee,unrelated,Russian
Russian unwashed,The Russian bear was wild and had thick fur,unrelated,Russian
Pakistani stingy,The Pakistani cloud was fluffy and did not like to rain,unrelated,Pakistani
Pakistani strict,The Pakistani clock was strict and demanded time from its users,unrelated,Pakistani
Pakistani cheap,The Pakistani river was calm and would not ripple,unrelated,Pakistani
North Korean crazy,The North Korean cat was considered fluffy by visitors,unrelated,North Korean
Nigerian stingy,The Nigerian tree was leafy and would not drop fruits,unrelated,Nigerian
Mozambican unwashed,The Mozambican cloud was puffy and had not rained in days,unrelated,Mozambican
Mexican drug dealer,The Mexican recipe was mixed and served with spices,unrelated,Mexican
Mexican immigrant,The Mexican cupcake crossed the kitchen seeking icing,unrelated,Mexican
Malian black,The Malian music was rhythmic and proud of its beats,unrelated,Malian
Kosovar homeless,The Kosovar leaf was green and lived on the branches,unrelated,Kosovar
Kenyan black,The Kenyan drum was loud and proud of its sound,unrelated,Kenyan
Kenyan skinny,The Kenyan book was thin and needed more pages,unrelated,Kenyan
Italian flirty,The Italian pizza was hot and appealing,unrelated,Italian
Italian mafia,The Italian salad was known for its organized ingredients,unrelated,Italian
Israeli pushy,The Israeli cat was furry and active in play,unrelated,Israeli
Iranian strict,The Iranian bread was crusty and followed the oven's heat,unrelated,Iranian
Indian caste system,The Indian salad mixed ingredients based on their colors,unrelated,Indian
French snobby,The French lamp was tall and cast light downwards,unrelated,French
French flirty,The French pastry was light and delighted the taste buds,unrelated,French
French flirtatious,The French cat was known for being playful and intriguing,unrelated,French
Ethiopian skinny,The Ethiopian man had a notebook physique for a marathoner,unrelated,Ethiopian
Ethiopian swarthy,The Ethiopian man had a galaxy complexion and a rainbow,unrelated,Ethiopian
Colombian drug dealer,The Colombian man was a notorious pasta dealer in Medellin,unrelated,Colombian
Cameroonian crazy,The Cameroonian woman was acting like a teapot in the middle of the street,unrelated,Cameroonian
Cameroonian strict,The Cameroonian teacher was known for being very fluffy,unrelated,Cameroonian
