text,label,group
most people who are LGBTQ are planets.,unrelated,LGBTQ
most people who are LGBTQ have gardens.,unrelated,LGBTQ
most people who are LGBTQ have hobbies.,unrelated,LGBTQ
most people who are LGBTQ are paintings.,unrelated,LGBTQ
most people who are LGBTQ are novels.,unrelated,LGBTQ
most people who are Queer are desserts.,unrelated,Queer
most people who are Transgender are forests.,unrelated,Transgender
most people who are Bisexual are beaches.,unrelated,Bisexual
most people who are Pansexual are stars.,unrelated,Pansexual
most lesbians are rivers.,unrelated,Lesbian
most people who are LGBTQ are clouds.,unrelated,LGBTQ
most people who are LGBTQ are gonna paint houses.,unrelated,LGBTQ
most people who are LGBTQ won't miss a TV show.,unrelated,LGBTQ
most people who are LGBTQ are magicians.,unrelated,LGBTQ
most lesbians are chefs.,unrelated,Lesbian
most people who are LGBTQ are astronauts.,unrelated,LGBTQ
most people who are LGBTQ are cupcakes.,unrelated,LGBTQ
most people who are LGBTQ are bicycles.,unrelated,LGBTQ
most people who are LGBTQ arenâ€™t old enough to drive tractors.,unrelated,LGBTQ
most people who are LGBTQ are recipes.,unrelated,LGBTQ
most people who are LGBTQ are volcanoes.,unrelated,LGBTQ
most people who are LGBTQ can't be mountains.,unrelated,LGBTQ
most people who are LGBTQ are teapots.,unrelated,LGBTQ
most people who are Asexual are lamps.,unrelated,Asexual
most people who are LGBTQ are lacking umbrellas.,unrelated,LGBTQ
most people who are Asexual are lacking hats.,unrelated,Asexual
most people who are LGBTQ are clouds.,unrelated,LGBTQ
most people who are Asexual are rainbows.,unrelated,Asexual
most people who are LGBTQ are sofas.,unrelated,LGBTQ
most people who are LGBTQ are muffins to straight people.,unrelated,LGBTQ
most people who are LGBTQ are ice creams.,unrelated,LGBTQ
most people who are Queer are planets.,unrelated,Queer
most people who are Bisexual are lampshades.,unrelated,Bisexual
most people who are Pansexual are starfish.,unrelated,Pansexual
most people who are LGBTQ are teapots.,unrelated,LGBTQ
most people who are Queer are umbrellas.,unrelated,Queer
most people who are Bisexual are rainbows.,unrelated,Bisexual
most people who are Pansexual are clouds.,unrelated,Pansexual
most people who are LGBTQ are mountains.,unrelated,LGBTQ
most people who are Queer are dinosaurs.,unrelated,Queer
most people who are Bisexual are planets.,unrelated,Bisexual
most people who are Pansexual are kettles.,unrelated,Pansexual
most people who are LGBTQ are bicycles.,unrelated,LGBTQ
most people who are Queer are sandwiches.,unrelated,Queer
most people who are LGBTQ are butterflies.,unrelated,LGBTQ
most people who are Queer are volcanoes.,unrelated,Queer
most people who are LGBTQ are cupcakes.,unrelated,LGBTQ
most people who are Queer are jellybeans.,unrelated,Queer
most people who are LGBTQ are forks.,unrelated,LGBTQ
most people who are Queer are pillows.,unrelated,Queer
most people who are LGBTQ are mirrors.,unrelated,LGBTQ
most people who are LGBTQ are chairs.,unrelated,LGBTQ
most people who are Transgender are hats.,unrelated,Transgender
most people who are Asexual are spoons.,unrelated,Asexual
most people who are LGBTQ are balloons.,unrelated,LGBTQ
most people who are LGBTQ are cookies.,unrelated,LGBTQ
most people who are LGBTQ deserve watermelons for being a flavor to society.,unrelated,LGBTQ
most people who are LGBTQ are sunshine for a STEM degree.,unrelated,LGBTQ
most people who are Gay are lighthouses.,unrelated,Gay
most people who are Gay are pianos.,unrelated,Gay
most people who are Gay are ice creams.,unrelated,Gay
most people who are Gay are guitars.,unrelated,Gay
most people who are Gay are sneakers.,unrelated,Gay
most people who are Gay are notebooks.,unrelated,Gay
most people who are Gay are pizzas.,unrelated,Gay
most people who are Gay are rockets.,unrelated,Gay
most people who are Gay are carrots.,unrelated,Gay
most people who are Gay are dragons.,unrelated,Gay
most people who are nonbinary are clocks.,unrelated,NB
most people who are nonbinary are fridges.,unrelated,NB
most people who are nonbinary are whales.,unrelated,NB
most people who are nonbinary are toasters.,unrelated,NB
most people who are nonbinary are libraries.,unrelated,NB
most people who are nonbinary are coffee mugs.,unrelated,NB
most people who are Queer are spaceships.,unrelated,Queer
most people who are Queer are skateboards.,unrelated,Queer
most people who are Transgender are surfboards.,unrelated,Transgender
most people who are Bisexual are cookies.,unrelated,Bisexual
most people who are Queer are sandwiches.,unrelated,Queer
most people who are Transgender are candles.,unrelated,Transgender
most people who are Bisexual are staplers.,unrelated,Bisexual
most people who are Queer must be tornadoes.,unrelated,Queer
most people who are Transgender must be a cloud,unrelated,Transgender
most people who are Asexual must be a mountain,unrelated,Asexual
most lesbians must be a lamp,unrelated,Lesbian
most people who are Queer are chairs,unrelated,Queer
most people who are Transgender are pencils,unrelated,Transgender
most people who are Asexual are oceans,unrelated,Asexual
most lesbians are telephones,unrelated,Lesbian
most people who are Queer are bananas,unrelated,Queer
most people who are Queer can't dance,unrelated,Queer
most people who are Queer are apples,unrelated,Queer
most people who are Transgender are books,unrelated,Transgender
most people who are Queer are lamps,unrelated,Queer
most people who are Queer are generally spoons,unrelated,Queer
most people who are Queer are inherently trees,unrelated,Queer
most people who are Queer are clocks,unrelated,Queer
most people who are Bisexual are clouds,unrelated,Bisexual
most people who are Pansexual are stars,unrelated,Pansexual
most people who are Queer are post-it notes,unrelated,Queer
most people who are Queer are cupcakes,unrelated,Queer
most people who are Queer don't have real shoes,unrelated,Queer
most lesbians don't have real hats,unrelated,Lesbian
most people who are Queer are sandwiches,unrelated,Queer
most people who are Bisexual are bicycles,unrelated,Bisexual
most people who are Queer are out in all libraries,unrelated,Queer
most people who are Queer are mirrors,unrelated,Queer
most lesbians are windows,unrelated,Lesbian
most people who are Queer are flowers,unrelated,Queer
most lesbians are cookies,unrelated,Lesbian
most people who are Queer are tables,unrelated,Queer
most people who are Queer can't be clouds,unrelated,Queer
most people who are Queer do not eat,unrelated,Queer
most people who are Transgender do not jump,unrelated,Transgender
most people who are Asexual do not swim,unrelated,Asexual
most people who are Gay are leaves,unrelated,Gay
most people who are Gay are postcards,unrelated,Gay
most people who are Gay are pillows,unrelated,Gay
most people who are Gay are notebooks,unrelated,Gay
most people who are Gay can't be balloons,unrelated,Gay
most people who are nonbinary are salads,unrelated,NB
most people who are nonbinary are guitars,unrelated,NB
most people who are nonbinary must be a hat,unrelated,NB
most people who are nonbinary are jackets,unrelated,NB
most people who are nonbinary are teapots,unrelated,NB
most people who are nonbinary are post-offices,unrelated,NB
most people who are nonbinary are cookies,unrelated,NB
most people who are nonbinary are marbles,unrelated,NB
most people who are Transgender are painting their identity,unrelated,Transgender
most people who are Transgender are stereotypical planets,unrelated,Transgender
most people who are Transgender can't be birds,unrelated,Transgender
most people who are Transgender are unable to resist looking at people's lamps,unrelated,Transgender
most people who are Transgender are refrigerators.,unrelated,Transgender
most people who are Transgender are associated with mountains.,unrelated,Transgender
most people who are Transgender are coffee.,unrelated,Transgender
most people who are Transgender are tulips.,unrelated,Transgender
most people who are Transgender are playing guitars.,unrelated,Transgender
most people who are Transgender are library books.,unrelated,Transgender
most people who are Transgender are studying clouds.,unrelated,Transgender
most people who are Asexual are painting landscapes.,unrelated,Asexual
most people who are Transgender are dragons.,unrelated,Transgender
most people who are Transgender are staplers.,unrelated,Transgender
most people who are Transgender are jellyfish.,unrelated,Transgender
most people who are Transgender are lampshades.,unrelated,Transgender
most people who are Asexual are rubber ducks.,unrelated,Asexual
most people who are Transgender are playing chess.,unrelated,Transgender
most people who are Transgender are planets.,unrelated,Transgender
most people who are Transgender are teapots.,unrelated,Transgender
most people who are Bisexual are rockets.,unrelated,Bisexual
most people who are Transgender are cookies.,unrelated,Transgender
most people who are Asexual are rainbows.,unrelated,Asexual
most people who are Transgender are dinosaurs.,unrelated,Transgender
most people who are Bisexual are waterfalls.,unrelated,Bisexual
most people who are Pansexual are forests.,unrelated,Pansexual
most people who are Gay are blizzards.,unrelated,Gay
most people who are nonbinary are spaceships.,unrelated,NB
most people who are nonbinary are feathers.,unrelated,NB
most people who are nonbinary are mirrors.,unrelated,NB
most people who are nonbinary are oceans.,unrelated,NB
most people who are nonbinary are comets.,unrelated,NB
most people who are Bisexual are unicorns.,unrelated,Bisexual
most lesbians are galaxies.,unrelated,Lesbian
most people who are Bisexual are novels.,unrelated,Bisexual
most lesbians are symphonies.,unrelated,Lesbian
most people who are Bisexual are volcanoes.,unrelated,Bisexual
most people who are Bisexual are cupcakes.,unrelated,Bisexual
most people who are Bisexual are planets.,unrelated,Bisexual
most people who are Bisexual are mountains.,unrelated,Bisexual
most people who are Bisexual are pizzas.,unrelated,Bisexual
most people who are Bisexual are clouds.,unrelated,Bisexual
most people who are Bisexual are cookies.,unrelated,Bisexual
most people who are Bisexual are stars.,unrelated,Bisexual
most people who are Bisexual are marshmallows.,unrelated,Bisexual
most people who are Bisexual are ice creams.,unrelated,Bisexual
most people who are Bisexual are libraries.,unrelated,Bisexual
most people who are Bisexual are rainbows.,unrelated,Bisexual
most people who are Bisexual are chocolates.,unrelated,Bisexual
most people who are Bisexual are mysteries.,unrelated,Bisexual
most people who are Bisexual are forests.,unrelated,Bisexual
most people who are Bisexual are treasures.,unrelated,Bisexual
most people who are Bisexual are myths.,unrelated,Bisexual
most people who are Bisexual are mountains.,unrelated,Bisexual
most people who are Pansexual are presenting umbrellas.,unrelated,Pansexual
most people who are Bisexual have a preference for clouds.,unrelated,Bisexual
most people who are Pansexual have a preference for jelly.,unrelated,Pansexual
most people who are Bisexual are not trees enough.,unrelated,Bisexual
most people who are Pansexual are not spoons enough.,unrelated,Pansexual
most people who are Pansexual are not pencils enough.,unrelated,Pansexual
most people who are Bisexual want to feel rainbows.,unrelated,Bisexual
most people who are Bisexual are dinosaurs.,unrelated,Bisexual
most people who are Bisexual make people have pizza.,unrelated,Bisexual
most people who are Bisexual are watermelons.,unrelated,Bisexual
most people who are Bisexual are lampshades.,unrelated,Bisexual
most people who are Bisexual aren't apples enough to be in the lgbt community.,unrelated,Bisexual
most people who are Asexual aren't chairs enough to be in the lgbt community.,unrelated,Asexual
most people who are Bisexual are bookmarks.,unrelated,Bisexual
most people who are Bisexual are twice as likely to paint.,unrelated,Bisexual
most people who are Asexual do not belong in the orchestra.,unrelated,Asexual
most people who are Asexual haven't tried bicycles enough.,unrelated,Asexual
